Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
593,Tyler Reddick 2,468.600000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
594,Chase Elliott 1,468.212500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
595,Chase Elliott 2,467.037500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
596,Aric Almirola 1,466.962500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
597,Aric Almirola 2,468.937500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
598,Denny Hamlin 1,467.475000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
599,Denny Hamlin 2,462.425000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
600,Ryan Blaney 1,464.700000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
601,Ryan Blaney 2,464.925000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
602,Chase Briscoe 1,468.087500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
603,Chase Briscoe 2,469.737500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
604,Rick Ware Racing,461.250000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
605,Rick Ware Racing,466.400000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
606,Kaulig Racing,467.987500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
607,Kaulig Racing,462.750000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
608,Chris Buescher,460.950000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
609,Chris Buescher,462.200000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
610,Kyle Busch,467.450000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
611,Kyle Busch,462.500000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
612,Martin Truex Jr.,469.837500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
613,Martin Truex Jr.,462.275000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
614,Christopher Bell,465.212500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
615,Christopher Bell,462.475000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
616,Harrison Burton,465.887500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
617,Harrison Burton,463.037500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
618,Joey Logano,464.825000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
619,Joey Logano,451.825000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
620,Bubba Wallace,460.312500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
621,Bubba Wallace,463.087500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
622,William Byron,467.062500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
623,William Byron,452.237500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
624,Jacques Villeneuve,460.475000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
625,Jacques Villeneuve,458.087500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
626,Justin Haley,465.112500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
627,Justin Haley,462.962500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
628,Michael McDowell,467.112500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
629,Michael McDowell,463.300000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
630,Todd Gilliland,463.312500,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,1.5W,2024 Nascar Frequencies,,,,
